#id_owner,accountno,accountstatus,country
BO1017,100000860,Active,China
BO1017,100000861,Active,Korea
BO1017,100000862,Active,japan
BO1017,100000863,Active,Germany
BO1017,100000864,Active,Spain
BO1017,100000865,Active,Italy
BO1017,100000866,Active,Mexico
BO1017,100000867,Active,Hong Kong
BO1017,100000868,Active,United States
BO1017,100000869,Active,India
BO1017,100000870,Active,Canada
BO1017,100000871,Active,United Kingdom
BO1017,100000872,Active,South Africa
BO1017,100000873,Active,Singapore
BO1017,100000874,Active,China
BO1017,100000875,Active,Korea
BO1017,100000876,Active,japan
BO1017,100000877,Active,Germany
BO1017,100000878,Active,Spain
BO1017,100000879,Active,Italy
BO1017,100000880,Active,Mexico
BO1017,100000881,Active,Hong Kong
BO1017,100000882,Active,United States
BO1017,100000883,Active,India
BO1017,100000884,Active,Canada
BO1017,100000885,Active,United Kingdom
BO1017,100000886,Active,South Africa
BO1017,100000887,Active,Singapore
BO1017,100000888,Active,China
BO1017,100000889,Active,Korea
BO1017,100000890,Active,japan
BO1017,100000891,Active,Germany
BO1017,100000892,Active,Spain
BO1017,100000893,Active,Italy
BO1017,100000894,Active,Mexico
BO1017,100000895,Active,Hong Kong
BO1017,100000896,Active,United States
BO1017,100000897,Active,India
BO1017,100000898,Active,Canada
BO1017,100000899,Active,United Kingdom
BO1018,100000900,Active,South Africa
BO1018,100000901,Active,Singapore
BO1018,100000902,Active,China
BO1018,100000903,Active,Korea
BO1018,100000904,Active,japan
BO1018,100000905,Active,Germany
BO1018,100000906,Active,Spain
BO1018,100000907,Active,Italy
BO1018,100000908,Active,Mexico
BO1018,100000909,Active,Hong Kong
BO1018,100000910,Active,United States
BO1018,100000911,Active,India
BO1018,100000912,Active,Canada
BO1018,100000913,Active,United Kingdom
BO1018,100000914,Active,South Africa
BO1018,100000915,Active,Singapore
BO1018,100000916,Active,China
BO1018,100000917,Active,Korea
BO1018,100000918,Active,japan
BO1018,100000919,Active,Germany
BO1018,100000920,Active,Spain
BO1018,100000921,Active,Italy
BO1018,100000922,Active,Mexico
BO1018,100000923,Active,Hong Kong
BO1018,100000924,Active,United States
BO1018,100000925,Active,India
BO1018,100000926,Active,Canada
BO1018,100000927,Active,United Kingdom
BO1018,100000928,Active,South Africa
BO1018,100000929,Active,Singapore
BO1018,100000930,Active,China
BO1018,100000931,Active,Korea
BO1018,100000932,Active,japan
BO1018,100000933,Active,Germany
BO1018,100000934,Active,Spain
BO1018,100000935,Active,Italy
BO1018,100000936,Active,Mexico
BO1018,100000937,Active,Hong Kong
BO1018,100000938,Active,United States
BO1018,100000939,Active,India
BO1018,100000940,Active,Canada
BO1018,100000941,Active,United Kingdom
BO1018,100000942,Active,South Africa
BO1018,100000943,Active,Singapore
BO1018,100000944,Active,China
BO1018,100000945,Active,Korea
BO1018,100000946,Active,japan
BO1018,100000947,Active,Germany
BO1018,100000948,Active,Spain
BO1018,100000949,Active,Italy
BO1019,100000950,Active,Mexico
BO1019,100000951,Active,Hong Kong
BO1019,100000952,Active,United States
BO1019,100000953,Active,India
BO1019,100000954,Active,Canada
BO1019,100000955,Active,United Kingdom
BO1019,100000956,Active,South Africa
BO1019,100000957,Active,Singapore
BO1019,100000958,Active,China
BO1019,100000959,Active,Korea
BO1019,100000960,Active,japan
BO1019,100000961,Active,Germany
BO1019,100000962,Active,Spain
BO1019,100000963,Active,Italy
BO1019,100000964,Active,Mexico
BO1019,100000965,Active,Hong Kong
BO1019,100000966,Active,United States
BO1019,100000967,Active,India
BO1019,100000968,Active,Canada
BO1019,100000969,Active,United Kingdom
BO1019,100000970,Active,South Africa
BO1019,100000971,Active,Singapore
BO1019,100000972,Active,China
BO1019,100000973,Active,Korea
BO1019,100000974,Active,japan
BO1019,100000975,Active,Germany
BO1019,100000976,Active,Spain
BO1019,100000977,Active,Italy
BO1019,100000978,Active,Mexico
BO1019,100000979,Active,Hong Kong
BO1019,100000980,Active,United States
BO1019,100000981,Active,India
BO1019,100000982,Active,Canada
BO1019,100000983,Active,United Kingdom
BO1019,100000984,Active,South Africa
BO1019,100000985,Active,Singapore
BO1019,100000986,Active,China
BO1019,100000987,Active,Korea
BO1019,100000988,Active,japan
BO1019,100000989,Active,Germany
BO1019,100000990,Active,Spain
BO1019,100000991,Active,Italy
BO1019,100000992,Active,Mexico
BO1019,100000993,Dormant,Hong Kong
BO1019,100000994,Active,United States
BO1019,100000995,Active,India
BO1019,100000996,Active,Canada
BO1019,100000997,Active,United Kingdom
BO1019,100000998,Active,South Africa
BO1019,100000999,Active,Singapore
BO1020,100001000,Active,China
BO1020,100001001,Active,Korea
BO1020,100001002,Active,japan
BO1020,100001003,Active,Germany
BO1020,100001004,Active,Spain
BO1020,100001005,Active,Italy
BO1020,100001006,Active,Mexico
BO1020,100001007,Active,Hong Kong
BO1020,100001008,Active,United States
BO1020,100001009,Active,India
BO1020,100001010,Active,Canada
BO1020,100001011,Active,United Kingdom
BO1020,100001012,Active,South Africa
BO1020,100001013,Active,Singapore
BO1020,100001014,Active,China
BO1020,100001015,Active,Korea
BO1020,100001016,Active,japan
BO1020,100001017,Active,Germany
BO1020,100001018,Active,Spain
BO1020,100001019,Active,Italy
BO1020,100001020,Active,Mexico
BO1020,100001021,Active,Hong Kong
BO1020,100001022,Active,United States
BO1020,100001023,Active,India
BO1020,100001024,Active,Canada
BO1020,100001025,Active,United Kingdom
BO1020,100001026,Active,South Africa
BO1020,100001027,Active,Singapore
BO1020,100001028,Active,China
BO1020,100001029,Active,Korea
BO1020,100001030,Active,japan
BO1020,100001031,Active,Germany
BO1020,100001032,Active,Spain
BO1020,100001033,Active,Italy
BO1020,100001034,Active,Mexico
BO1020,100001035,Active,Hong Kong
BO1020,100001036,Active,United States
BO1020,100001037,Active,India
BO1020,100001038,Active,Canada
BO1020,100001039,Active,United Kingdom
BO1020,100001040,Active,South Africa
BO1020,100001041,Active,Singapore
BO1020,100001042,Active,China
BO1020,100001043,Active,Korea
BO1020,100001044,Active,japan
BO1020,100001045,Active,Germany
BO1020,100001046,Active,Spain
BO1020,100001047,Active,Italy
BO1020,100001048,Active,Mexico
BO1020,100001049,Active,Hong Kong
BO1021,100001050,Active,United States
BO1021,100001051,Active,India
BO1021,100001052,Active,Canada
BO1021,100001053,Active,United Kingdom
BO1021,100001054,Active,South Africa
BO1021,100001055,Active,Singapore
BO1021,100001056,Active,China
BO1021,100001057,Active,Korea
BO1021,100001058,Active,japan
BO1021,100001059,Active,Germany
BO1021,100001060,Active,Spain
BO1021,100001061,Active,Italy
BO1021,100001062,Active,Mexico
BO1021,100001063,Active,Hong Kong
BO1021,100001064,Dormant,United States
BO1021,100001065,Active,India
BO1021,100001066,Active,Canada
BO1021,100001067,Active,United Kingdom
BO1021,100001068,Active,South Africa
BO1021,100001069,Active,Singapore
BO1021,100001070,Active,China
BO1021,100001071,Active,Korea
BO1021,100001072,Active,japan
BO1021,100001073,Active,Germany
BO1021,100001074,Active,Spain
BO1021,100001075,Active,Italy
BO1021,100001076,Active,Mexico
BO1021,100001077,Active,Hong Kong
BO1021,100001078,Active,United States
BO1021,100001079,Active,India
BO1021,100001080,Active,Canada
BO1021,100001081,Active,United Kingdom
BO1021,100001082,Active,South Africa
BO1021,100001083,Active,Singapore
BO1021,100001084,Active,China
BO1021,100001085,Active,Korea
BO1021,100001086,Active,japan
BO1021,100001087,Active,Germany
BO1021,100001088,Active,Spain
BO1021,100001089,Active,Italy
BO1021,100001090,Active,Mexico
BO1021,100001091,Active,Hong Kong
BO1021,100001092,Active,United States
BO1021,100001093,Active,India
BO1021,100001094,Active,Canada
BO1021,100001095,Active,United Kingdom
BO1021,100001096,Active,South Africa
BO1021,100001097,Active,Singapore
BO1021,100001098,Active,China
BO1021,100001099,Active,Korea
BO1022,100001100,Active,japan
BO1022,100001101,Active,Germany
BO1022,100001102,Active,Spain
BO1022,100001103,Active,Italy
BO1022,100001104,Active,Mexico
BO1022,100001105,Active,Hong Kong
BO1022,100001106,Active,United States
BO1022,100001107,Active,India
BO1022,100001108,Active,Canada
BO1022,100001109,Active,United Kingdom
BO1022,100001110,Active,South Africa
BO1022,100001111,Active,Singapore
BO1022,100001112,Active,China
BO1022,100001113,Active,Korea
BO1022,100001114,Active,japan
BO1022,100001115,Active,Germany
BO1022,100001116,Active,Spain
BO1022,100001117,Active,Italy
BO1022,100001118,Active,Mexico
BO1022,100001119,Active,Hong Kong
BO1022,100001120,Active,United States
BO1022,100001121,Active,India
BO1022,100001122,Active,Canada
BO1022,100001123,Active,United Kingdom
BO1022,100001124,Active,South Africa
BO1022,100001125,Active,Singapore
BO1022,100001126,Active,China
BO1022,100001127,Active,Korea
BO1022,100001128,Active,japan
BO1022,100001129,Active,Germany
BO1022,100001130,Active,Spain
BO1022,100001131,Active,Italy
BO1022,100001132,Active,Mexico
BO1022,100001133,Active,Hong Kong
BO1022,100001134,Active,United States
BO1022,100001135,Active,India
BO1022,100001136,Active,Canada
BO1022,100001137,Active,United Kingdom
BO1022,100001138,Active,South Africa
BO1022,100001139,Active,Singapore
BO1022,100001140,Active,China
BO1022,100001141,Active,Korea
BO1022,100001142,Active,japan
BO1022,100001143,Active,Germany
BO1022,100001144,Active,Spain
BO1022,100001145,Active,Italy
BO1022,100001146,Active,Mexico
BO1022,100001147,Active,Hong Kong
BO1022,100001148,Active,United States
BO1022,100001149,Active,India
BO1023,100001150,Active,Canada
BO1023,100001151,Active,United Kingdom
BO1023,100001152,Active,South Africa
BO1023,100001153,Active,Singapore
BO1023,100001154,Active,China
BO1023,100001155,Active,Korea
BO1023,100001156,Active,japan
BO1023,100001157,Active,Germany
BO1023,100001158,Active,Spain
BO1023,100001159,Active,Italy
BO1023,100001160,Active,Mexico
BO1023,100001161,Active,Hong Kong
BO1023,100001162,Active,United States
BO1023,100001163,Active,India
BO1023,100001164,Active,Canada
BO1023,100001165,Active,United Kingdom
BO1023,100001166,Active,South Africa
BO1023,100001167,Active,Singapore
BO1023,100001168,Active,China
BO1023,100001169,Active,Korea
BO1023,100001170,Active,japan
BO1023,100001171,Active,Germany
BO1023,100001172,Active,Spain
BO1023,100001173,Active,Italy
BO1023,100001174,Active,Mexico
BO1023,100001175,Active,Hong Kong
BO1023,100001176,Active,United States
BO1023,100001177,Active,India
BO1023,100001178,Active,Canada
BO1023,100001179,Active,United Kingdom
BO1023,100001180,Active,South Africa
BO1023,100001181,Active,Singapore
BO1023,100001182,Active,China
BO1023,100001183,Active,Korea
BO1023,100001184,Active,japan
BO1023,100001185,Active,Germany
BO1023,100001186,Active,Spain
BO1023,100001187,Active,Italy
BO1023,100001188,Active,Mexico
BO1023,100001189,Active,Hong Kong
BO1023,100001190,Active,United States
BO1023,100001191,Active,India
BO1023,100001192,Active,Canada
BO1023,100001193,Active,United Kingdom
BO1023,100001194,Active,South Africa
BO1023,100001195,Active,Singapore
BO1023,100001196,Active,China
BO1023,100001197,Active,Korea
BO1023,100001198,Active,japan
BO1023,100001199,Active,Germany
BO1024,100001200,Active,Spain
BO1024,100001201,Active,Italy
BO1024,100001202,Active,Mexico
BO1024,100001203,Active,Hong Kong
BO1024,100001204,Active,United States
BO1024,100001205,Active,India
BO1024,100001206,Active,Canada
BO1024,100001207,Active,United Kingdom
BO1024,100001208,Active,South Africa
BO1024,100001209,Active,Singapore
BO1024,100001210,Active,China
BO1024,100001211,Active,Korea
BO1024,100001212,Active,japan
BO1024,100001213,Active,Germany
BO1024,100001214,Active,Spain
BO1024,100001215,Active,Italy
BO1024,100001216,Active,Mexico
BO1024,100001217,Active,Hong Kong
BO1024,100001218,Active,United States
BO1024,100001219,Active,India
BO1024,100001220,Active,Canada
BO1024,100001221,Active,United Kingdom
BO1024,100001222,Active,South Africa
BO1024,100001223,Active,Singapore
BO1024,100001224,Active,China
BO1024,100001225,Active,Korea
BO1024,100001226,Active,japan
BO1024,100001227,Active,Germany
BO1024,100001228,Active,Spain
BO1024,100001229,Active,Italy
BO1024,100001230,Active,Mexico
BO1024,100001231,Active,Hong Kong
BO1024,100001232,Active,United States
BO1024,100001233,Active,India
BO1024,100001234,Active,Canada
BO1024,100001235,Active,United Kingdom
BO1024,100001236,Active,South Africa
BO1024,100001237,Active,Singapore
BO1024,100001238,Active,China
BO1024,100001239,Active,Korea
BO1024,100001240,Active,japan
BO1024,100001241,Active,Germany
BO1024,100001242,Active,Spain
BO1024,100001243,Active,Italy
BO1024,100001244,Active,Mexico
BO1024,100001245,Active,Hong Kong
BO1024,100001246,Active,United States
BO1024,100001247,Active,India
BO1024,100001248,Active,Canada
BO1024,100001249,Active,United Kingdom
BO1025,100001250,Dormant,South Africa
BO1025,100001251,Active,Singapore
BO1025,100001252,Active,China
BO1025,100001253,Active,Korea
BO1025,100001254,Active,japan
BO1025,100001255,Active,Germany
BO1025,100001256,Active,Spain
BO1025,100001257,Active,Italy
BO1025,100001258,Active,Mexico
BO1025,100001259,Active,Hong Kong
BO1025,100001260,Active,United States
BO1025,100001261,Active,India
BO1025,100001262,Active,Canada
BO1025,100001263,Active,United Kingdom
BO1025,100001264,Active,South Africa
BO1025,100001265,Active,Singapore
BO1025,100001266,Active,China
BO1025,100001267,Active,Korea
BO1025,100001268,Active,japan
BO1025,100001269,Active,Germany
BO1025,100001270,Active,Spain
BO1025,100001271,Active,Italy
BO1025,100001272,Active,Mexico
BO1025,100001273,Active,Hong Kong
BO1025,100001274,Active,United States
BO1025,100001275,Active,India
BO1025,100001276,Active,Canada
BO1025,100001277,Active,United Kingdom
BO1025,100001278,Active,South Africa
BO1025,100001279,Active,Singapore
BO1025,100001280,Active,China
BO1025,100001281,Dormant,Korea
BO1025,100001282,Active,japan
BO1025,100001283,Active,Germany
BO1025,100001284,Active,Spain
BO1025,100001285,Active,Italy
BO1025,100001286,Active,Mexico
BO1025,100001287,Active,Hong Kong
BO1025,100001288,Active,United States
BO1025,100001289,Active,India
BO1025,100001290,Active,Canada
BO1025,100001291,Active,United Kingdom
BO1025,100001292,Active,South Africa
BO1025,100001293,Active,Singapore
BO1025,100001294,Active,China
BO1025,100001295,Active,Korea
BO1025,100001296,Active,japan
BO1025,100001297,Active,Germany
BO1025,100001298,Active,Spain
BO1025,100001299,Active,Italy
BO1026,100001300,Active,Mexico
BO1026,100001301,Active,Hong Kong
BO1026,100001302,Active,United States
BO1026,100001303,Active,India
BO1026,100001304,Active,Canada
BO1026,100001305,Active,United Kingdom
BO1026,100001306,Active,South Africa
BO1026,100001307,Active,Singapore
BO1026,100001308,Active,China
BO1026,100001309,Active,Korea
BO1026,100001310,Active,japan
BO1026,100001311,Active,Germany
BO1026,100001312,Active,Spain
BO1026,100001313,Active,Italy
BO1026,100001314,Active,Mexico
BO1026,100001315,Active,Hong Kong
BO1026,100001316,Active,United States
BO1026,100001317,Active,India
BO1026,100001318,Active,Canada
BO1026,100001319,Active,United Kingdom
BO1026,100001320,Active,South Africa
BO1026,100001321,Active,Singapore
BO1026,100001322,Active,China
BO1026,100001323,Active,Korea
BO1026,100001324,Active,japan
BO1026,100001325,Active,Germany
BO1026,100001326,Active,Spain
BO1026,100001327,Active,Italy
BO1026,100001328,Active,Mexico
BO1026,100001329,Active,Hong Kong
BO1026,100001330,Active,United States
BO1026,100001331,Active,India
BO1026,100001332,Active,Canada
BO1026,100001333,Active,United Kingdom
BO1026,100001334,Active,South Africa
BO1026,100001335,Active,Singapore
BO1026,100001336,Active,China
BO1026,100001337,Active,Korea
BO1026,100001338,Active,japan
BO1026,100001339,Active,Germany
BO1026,100001340,Active,Spain
BO1026,100001341,Active,Italy
BO1026,100001342,Active,Mexico
BO1026,100001343,Active,Hong Kong
BO1026,100001344,Active,United States
BO1026,100001345,Active,India
BO1026,100001346,Active,Canada
BO1026,100001347,Active,United Kingdom
BO1026,100001348,Active,South Africa
BO1026,100001349,Active,Singapore
BO1027,100001350,Active,China
BO1027,100001351,Active,Korea
BO1027,100001352,Active,japan
BO1027,100001353,Active,Germany
BO1027,100001354,Active,Spain
BO1027,100001355,Active,Italy
BO1027,100001356,Active,Mexico
BO1027,100001357,Active,Hong Kong
BO1027,100001358,Active,United States
BO1027,100001359,Active,India
BO1027,100001360,Active,Canada
BO1027,100001361,Active,United Kingdom
BO1027,100001362,Active,South Africa
BO1027,100001363,Active,Singapore
BO1027,100001364,Active,China
BO1027,100001365,Active,Korea
BO1027,100001366,Active,japan
BO1027,100001367,Active,Germany
BO1027,100001368,Active,Spain
BO1027,100001369,Active,Italy
BO1027,100001370,Active,Mexico
BO1027,100001371,Active,Hong Kong
BO1027,100001372,Dormant,United States
BO1027,100001373,Active,India
BO1027,100001374,Active,Canada
BO1027,100001375,Active,United Kingdom
BO1027,100001376,Dormant,South Africa
BO1027,100001377,Active,Singapore
BO1027,100001378,Active,China
BO1027,100001379,Active,Korea
BO1027,100001380,Active,japan
BO1027,100001381,Active,Germany
BO1027,100001382,Active,Spain
BO1027,100001383,Active,Italy
BO1027,100001384,Active,Mexico
BO1027,100001385,Active,Hong Kong
BO1027,100001386,Active,United States
BO1027,100001387,Active,India
BO1027,100001388,Active,Canada
BO1027,100001389,Active,United Kingdom
BO1027,100001390,Active,South Africa
BO1027,100001391,Active,Singapore
BO1027,100001392,Active,China
BO1027,100001393,Active,Korea
BO1027,100001394,Active,japan
BO1027,100001395,Active,Germany
BO1027,100001396,Active,Spain
BO1027,100001397,Active,Italy
BO1027,100001398,Active,Mexico
BO1027,100001399,Active,Hong Kong
BO1028,100001400,Active,United States
BO1028,100001401,Active,India
BO1028,100001402,Active,Canada
BO1028,100001403,Dormant,United Kingdom
BO1028,100001404,Active,South Africa
BO1028,100001405,Active,Singapore
BO1028,100001406,Active,China
BO1028,100001407,Active,Korea
BO1028,100001408,Active,japan
BO1028,100001409,Active,Germany
BO1028,100001410,Active,Spain
BO1028,100001411,Active,Italy
BO1028,100001412,Active,Mexico
BO1028,100001413,Active,Hong Kong
BO1028,100001414,Active,United States
BO1028,100001415,Active,India
BO1028,100001416,Active,Canada
BO1028,100001417,Active,United Kingdom
BO1028,100001418,Active,South Africa
BO1028,100001419,Active,Singapore
BO1028,100001420,Active,China
BO1028,100001421,Active,Korea
BO1028,100001422,Active,japan
BO1028,100001423,Active,Germany
BO1028,100001424,Active,Spain
BO1028,100001425,Active,Italy
BO1028,100001426,Active,Mexico
BO1028,100001427,Active,Hong Kong
BO1028,100001428,Active,United States
BO1028,100001429,Active,India
BO1028,100001430,Active,Canada
BO1028,100001431,Active,United Kingdom
BO1028,100001432,Active,South Africa
BO1028,100001433,Active,Singapore
BO1028,100001434,Active,China
BO1028,100001435,Active,Korea
BO1028,100001436,Active,japan
BO1028,100001437,Active,Germany
BO1028,100001438,Active,Spain
BO1028,100001439,Active,Italy
BO1028,100001440,Active,Mexico
BO1028,100001441,Active,Hong Kong
BO1028,100001442,Active,United States
BO1028,100001443,Active,India
BO1028,100001444,Active,Canada
BO1028,100001445,Active,United Kingdom
BO1028,100001446,Active,South Africa
BO1028,100001447,Active,Singapore
BO1028,100001448,Active,China
BO1028,100001449,Active,Korea
BO1029,100001450,Active,japan
BO1029,100001451,Active,Germany
BO1029,100001452,Active,Spain
BO1029,100001453,Active,Italy
BO1029,100001454,Active,Mexico
BO1029,100001455,Active,Hong Kong
BO1029,100001456,Active,United States
BO1029,100001457,Active,India
BO1029,100001458,Active,Canada
BO1029,100001459,Active,United Kingdom
BO1029,100001460,Active,South Africa
BO1029,100001461,Active,Singapore
BO1029,100001462,Active,China
BO1029,100001463,Active,Korea
BO1029,100001464,Active,japan
BO1029,100001465,Active,Germany
BO1029,100001466,Active,Spain
BO1029,100001467,Active,Italy
BO1029,100001468,Active,Mexico
BO1029,100001469,Active,Hong Kong
BO1029,100001470,Active,United States
BO1029,100001471,Active,India
BO1029,100001472,Active,Canada
BO1029,100001473,Active,United Kingdom
BO1029,100001474,Active,South Africa
BO1029,100001475,Active,Singapore
BO1029,100001476,Active,China
BO1029,100001477,Active,Korea
BO1029,100001478,Active,japan
BO1029,100001479,Active,Germany
BO1029,100001480,Active,Spain
BO1029,100001481,Active,Italy
BO1029,100001482,Active,Mexico
BO1029,100001483,Active,Hong Kong
BO1029,100001484,Active,United States
BO1029,100001485,Active,India
BO1029,100001486,Active,Canada
BO1029,100001487,Active,United Kingdom
BO1029,100001488,Active,South Africa
BO1029,100001489,Active,Singapore
BO1029,100001490,Active,China
BO1029,100001491,Active,Korea
BO1029,100001492,Active,japan
BO1029,100001493,Active,Germany
BO1029,100001494,Active,Spain
BO1029,100001495,Active,Italy
BO1029,100001496,Active,Mexico
BO1029,100001497,Active,Hong Kong
BO1029,100001498,Active,United States
BO1029,100001499,Active,India
BO1030,100001500,Active,Canada
BO1030,100001501,Active,United Kingdom
BO1030,100001502,Active,South Africa
BO1030,100001503,Active,Singapore
BO1030,100001504,Active,China
BO1030,100001505,Active,Korea
BO1030,100001506,Active,japan
BO1030,100001507,Active,Germany
BO1030,100001508,Active,Spain
BO1030,100001509,Active,Italy
BO1030,100001510,Active,Mexico
BO1030,100001511,Active,Hong Kong
BO1030,100001512,Active,United States
BO1030,100001513,Active,India
BO1030,100001514,Active,Canada
BO1030,100001515,Active,United Kingdom
BO1030,100001516,Active,South Africa
BO1030,100001517,Active,Singapore
BO1030,100001518,Active,China
BO1030,100001519,Active,Korea
BO1030,100001520,Active,japan
BO1030,100001521,Active,Germany
BO1030,100001522,Active,Spain
BO1030,100001523,Active,Italy
BO1030,100001524,Active,Mexico
BO1030,100001525,Active,Hong Kong
BO1030,100001526,Active,United States
BO1030,100001527,Active,India
BO1030,100001528,Active,Canada
BO1030,100001529,Active,United Kingdom
BO1030,100001530,Active,South Africa
BO1030,100001531,Active,Singapore
BO1030,100001532,Active,China
BO1030,100001533,Active,Korea
BO1030,100001534,Active,japan
BO1030,100001535,Active,Germany
BO1030,100001536,Active,Spain
BO1030,100001537,Active,Italy
BO1030,100001538,Active,Mexico
BO1030,100001539,Active,Hong Kong
BO1030,100001540,Active,United States
BO1030,100001541,Active,India
BO1030,100001542,Active,Canada
BO1030,100001543,Active,United Kingdom
BO1030,100001544,Active,South Africa
BO1030,100001545,Active,Singapore
BO1030,100001546,Active,China
BO1030,100001547,Active,Korea
BO1030,100001548,Active,japan
BO1030,100001549,Active,Germany
BO1031,100001550,Active,Spain
BO1031,100001551,Active,Italy
BO1031,100001552,Active,Mexico
BO1031,100001553,Active,Hong Kong
BO1031,100001554,Active,United States
BO1031,100001555,Active,India
BO1031,100001556,Active,Canada
BO1031,100001557,Active,United Kingdom
BO1031,100001558,Active,South Africa
BO1031,100001559,Active,Singapore
BO1031,100001560,Active,China
BO1031,100001561,Active,Korea
BO1031,100001562,Active,japan
BO1031,100001563,Active,Germany
BO1031,100001564,Active,Spain
BO1031,100001565,Active,Italy
BO1031,100001566,Active,Mexico
BO1031,100001567,Active,Hong Kong
BO1031,100001568,Active,United States
BO1031,100001569,Active,India
BO1031,100001570,Active,Canada
BO1031,100001571,Active,United Kingdom
BO1031,100001572,Active,South Africa
BO1031,100001573,Active,Singapore
BO1031,100001574,Active,China
BO1031,100001575,Active,Korea
BO1031,100001576,Active,japan
BO1031,100001577,Active,Germany
BO1031,100001578,Active,Spain
BO1031,100001579,Active,Italy
BO1031,100001580,Active,Mexico
BO1031,100001581,Active,Hong Kong
BO1031,100001582,Active,United States
BO1031,100001583,Active,India
BO1031,100001584,Active,Canada
BO1031,100001585,Active,United Kingdom
BO1031,100001586,Active,South Africa
BO1031,100001587,Active,Singapore
BO1031,100001588,Active,China
BO1031,100001589,Active,Korea
BO1031,100001590,Active,japan
BO1031,100001591,Active,Germany
BO1031,100001592,Active,Spain
BO1031,100001593,Active,Italy
BO1031,100001594,Active,Mexico
BO1031,100001595,Active,Hong Kong
BO1031,100001596,Active,United States
BO1031,100001597,Active,India
BO1031,100001598,Active,Canada
BO1031,100001599,Active,United Kingdom
BO1032,100001600,Active,South Africa
BO1032,100001601,Active,Singapore
BO1032,100001602,Active,China
BO1032,100001603,Active,Korea
BO1032,100001604,Active,japan
BO1032,100001605,Active,Germany
BO1032,100001606,Active,Spain
BO1032,100001607,Active,Italy
BO1032,100001608,Active,Mexico
BO1032,100001609,Active,Hong Kong
BO1032,100001610,Active,United States
BO1032,100001611,Active,India
BO1032,100001612,Active,Canada
BO1032,100001613,Active,United Kingdom
BO1032,100001614,Active,South Africa
BO1032,100001615,Active,Singapore
BO1032,100001616,Active,China
BO1032,100001617,Active,Korea
BO1032,100001618,Active,japan
BO1032,100001619,Active,Germany
BO1032,100001620,Active,Spain
BO1032,100001621,Active,Italy
BO1032,100001622,Active,Mexico
BO1032,100001623,Active,Hong Kong
BO1032,100001624,Active,United States
BO1032,100001625,Active,India
BO1032,100001626,Active,Canada
BO1032,100001627,Active,United Kingdom
BO1032,100001628,Active,South Africa
BO1032,100001629,Active,Singapore
BO1032,100001630,Active,China
BO1032,100001631,Active,Korea
BO1032,100001632,Active,japan
BO1032,100001633,Active,Germany
BO1032,100001634,Active,Spain
BO1032,100001635,Active,Italy
BO1032,100001636,Active,Mexico
BO1032,100001637,Active,Hong Kong
BO1032,100001638,Active,United States
BO1032,100001639,Active,India
BO1032,100001640,Active,Canada
BO1032,100001641,Active,United Kingdom
BO1032,100001642,Active,South Africa
BO1032,100001643,Active,Singapore
BO1032,100001644,Active,China
BO1032,100001645,Active,Korea
BO1032,100001646,Active,japan
BO1032,100001647,Active,Germany
BO1032,100001648,Active,Spain
BO1032,100001649,Active,Italy
BO1033,100001650,Active,Mexico
BO1033,100001651,Active,Hong Kong
BO1033,100001652,Active,United States
BO1033,100001653,Active,India
BO1033,100001654,Active,Canada
BO1033,100001655,Active,United Kingdom
BO1033,100001656,Active,South Africa
BO1033,100001657,Active,Singapore
BO1033,100001658,Active,China
BO1033,100001659,Active,Korea
BO1033,100001660,Active,japan
BO1033,100001661,Active,Germany
BO1033,100001662,Active,Spain
BO1033,100001663,Active,Italy
BO1033,100001664,Active,Mexico
BO1033,100001665,Active,Hong Kong
BO1033,100001666,Active,United States
BO1033,100001667,Active,India
BO1033,100001668,Active,Canada
BO1033,100001669,Active,United Kingdom
BO1033,100001670,Active,South Africa
BO1033,100001671,Active,Singapore
BO1033,100001672,Active,China
BO1033,100001673,Active,Korea
BO1033,100001674,Active,japan
BO1033,100001675,Active,Germany
BO1033,100001676,Active,Spain
BO1033,100001677,Active,Italy
BO1033,100001678,Active,Mexico
BO1033,100001679,Active,Hong Kong
BO1033,100001680,Active,United States
BO1033,100001681,Active,India
BO1033,100001682,Active,Canada
BO1033,100001683,Active,United Kingdom
BO1033,100001684,Active,South Africa
BO1033,100001685,Active,Singapore
BO1033,100001686,Active,China
BO1033,100001687,Active,Korea
BO1033,100001688,Active,japan
BO1033,100001689,Active,Germany
BO1033,100001690,Active,Spain
BO1033,100001691,Active,Italy
BO1033,100001692,Active,Mexico
BO1033,100001693,Active,Hong Kong
BO1033,100001694,Active,United States
BO1033,100001695,Active,India
BO1033,100001696,Active,Canada
BO1033,100001697,Active,United Kingdom
BO1033,100001698,Active,South Africa
BO1033,100001699,Active,Singapore
BO1034,100001700,Active,China
BO1034,100001701,Active,Korea
BO1034,100001702,Active,japan
BO1034,100001703,Active,Germany
BO1034,100001704,Active,Spain
BO1034,100001705,Active,Italy
BO1034,100001706,Active,Mexico
BO1034,100001707,Active,Hong Kong
BO1034,100001708,Active,United States
BO1034,100001709,Active,India
BO1034,100001710,Active,Canada
BO1034,100001711,Active,United Kingdom
BO1034,100001712,Active,South Africa
BO1034,100001713,Active,Singapore
BO1034,100001714,Active,China
BO1034,100001715,Active,Korea
BO1034,100001716,Active,japan
BO1034,100001717,Active,Germany
BO1034,100001718,Active,Spain
BO1034,100001719,Active,Italy
BO1034,100001720,Active,Mexico
